From Account,To Account,Amount
587967,734807,621
661866,103755,590
783158,1092319,410
264974,585959,640
213600,810914,440
1011506,411156,413
1054587,1034424,925
749164,372688,66
135480,611695,990
746700,362864,139
872251,709398,568
404805,271673,237
484290,820189,723
392245,665190,406
288250,372365,635
448990,580639,695
326030,903702,732
878022,776384,552
487366,938917,238
555000,197800,717
610672,346957,524
149025,784996,127
855352,219820,682
847697,226506,756
837211,137564,339
696769,872258,269
448674,668382,284
986499,1055058,589
850261,855169,154
948774,321332,921
260875,872698,465
524671,752905,159
134924,266492,252
675426,777516,442
304414,223915,576
768686,230970,138
898637,430350,32
664267,496335,189
629418,800663,772
551469,478038,285
218652,1077656,797
588165,294311,620
924363,839183,676
874796,779009,118
722663,681430,607
313971,310589,648
541870,601756,591
934890,551662,114
104477,467968,938
549826,154764,533
667194,1081835,873
619224,895085,120
658852,593284,502
713242,858458,348
336978,941149,143
442064,581774,563
117104,148074,704
203370,1092010,421
607808,1014133,384
1080888,151270,442
111927,976461,298
253527,905236,786
461044,240615,92
411584,984887,184
797449,1003130,812
410058,566654,448
1013042,724545,401
679229,640629,62
557828,887471,995
503195,548396,657
682067,715841,564
637737,1029355,562
230316,819514,342
112933,215097,216
197098,931387,79
758720,713604,865
734881,412148,696
1092399,407217,16
174351,724077,599
1024704,541806,561
952435,370593,852
528764,411007,641
821825,929641,873
361733,416162,343
791513,455598,693
749561,730249,542
951084,971622,22
1002183,467143,358
317702,826639,827
536649,1029219,684
764435,521964,849
106234,825020,414
1089636,529275,318
1045814,627368,232
503952,402210,254
220233,671932,92
845666,1040014,796
954302,1054253,714
637375,181886,244
344183,973029,348
423985,242306,56
133375,493207,259
356481,407568,43
1016411,865626,813
103124,687441,111
587145,321108,668
439012,849396,69
978750,381263,416
282077,715570,25
692679,1061103,776
942057,389210,52
591195,435436,871
447803,615991,791
900113,685893,488
530726,377276,775
356667,361872,730
974393,992200,710
873497,392732,644
198546,511203,599
222003,935743,300
738250,504903,705
1014584,1026267,278
329319,639518,50
443779,235871,12
269384,102664,554
406301,657435,495
770090,471305,456
663445,1020773,724
226180,844276,182
145946,337893,415
236367,556990,650
832152,374550,819
673151,240130,847
1027219,936701,606
715969,488802,831
564031,1061231,700
661439,645145,904
1016971,614755,25
606278,685207,744
272482,577262,427
435525,806605,566
304340,301987,971
526983,365377,200
750839,990770,285
372322,813500,866
1036060,243850,358
769333,610047,614
754741,1039622,288
613873,150349,917
866007,1030464,107
556047,191409,391
1061711,291460,926
616488,469710,777
845781,105148,684
350217,765416,530
462801,740061,258
520399,840176,443
758377,940122,667
1069008,834295,836
288929,891133,669
432539,543848,802
366970,747217,676
659696,899036,214
658139,379411,734
800348,488107,109
223922,415370,408
797151,196563,172
844178,1020151,307
211802,974350,268
644041,122450,869
988443,654207,485
1054568,741293,72
657542,190528,195
701429,595128,472
360310,127037,110
476305,464654,308
1059476,1090414,443
131960,100409,745
1001275,489551,215
237681,827663,954
671342,198202,585
619855,569120,626
777905,796139,84
1008727,799777,957
107915,541216,498
988410,489844,383
472004,502822,974
230046,630656,862
473190,837869,827
1031989,302225,571
814860,697096,191
119848,690320,346
1055186,127205,630
581882,524127,140
447662,1032373,500
400766,1094122,400
295283,256122,257
923769,131753,105
244006,661309,479
924111,946301,406
635600,725675,261
183390,413773,445
407407,657609,294
702027,720023,356
135884,663112,252
643780,628122,267
587138,703403,373
378724,534283,733
518268,881351,966
598723,512448,63
290435,335304,537
862762,264054,203
624858,106250,61
430044,1002025,275
1037890,1062381,38
367368,838435,968
830943,379320,743
233605,912301,921
1033701,709747,388
902759,974165,156
953143,278398,597
736094,676458,642
1086699,989080,718
339558,693866,400
785430,256105,550
132343,1076602,81
945427,866469,520
371388,948261,730
294448,807146,306
784515,433094,220
518564,868925,55
120243,562637,20
242126,125038,794
251430,516992,962
420750,548689,667
423305,853305,68
884547,241311,674
381406,1049142,316
1045047,653285,212
794029,806774,840
1009286,525124,246
955033,720202,531
756441,164038,217
506587,954952,116
314274,227641,885
213531,392710,969
613262,302611,52
573726,360532,736
687057,1005524,20
287825,411157,958
717174,800492,450
671016,991079,468
120303,755548,848
1041280,405780,458
380728,169604,159
762328,854168,14
419026,825583,550
193420,998926,121
1085997,808967,454
913424,132049,449
245759,704631,906
432749,971215,39
1044515,508080,451
1094137,108275,620
443967,513873,689
281725,972759,860
336645,386802,298
420189,667999,686
385496,315396,227
683678,709112,75
998304,137032,463
235303,782298,233
880287,221601,887
314068,231939,815
926089,906468,984
846146,142161,582
921075,862596,939
589351,204132,242
310691,107065,108
186387,411906,265
894029,922286,131
275899,495830,547
783685,811117,568
801885,565571,923
566586,818501,933
320054,566265,543
698241,580838,969
864569,486117,799
862835,398578,730
502485,927175,668
387527,605432,150
531575,436729,148
287948,133086,356
291795,343917,329
189104,124657,687
171677,617084,625
290896,408402,544
1016319,349567,776
331231,911561,786
862402,182869,465
258421,247984,330
1037026,920715,728
918603,278321,633
469326,568579,680
501235,508634,536
533585,327703,552
231968,499967,659
906393,1024604,873
897079,932390,754
338973,918383,788
179659,1031227,32
967782,830137,185
646974,415107,484
563165,737950,288
894813,166993,702
912770,201014,338
151877,222901,142
984733,468613,470
645648,350364,14
438534,1022493,579
271908,675248,499
782446,932177,507
906797,445715,291
134894,141483,650
256963,391899,193
140945,483022,394
949015,259675,386
751132,506995,552
277036,1092715,696
935816,348322,898
992041,201010,590
1024245,148135,823
922375,776289,883
203907,959708,536
374274,1073979,478
1024543,1048957,813
909805,386411,546
862381,942194,383
276201,926002,29
694173,902582,213
1093276,243100,619
276121,852242,140
189780,166965,499
379728,1095939,955
541520,197392,867
129109,858967,905
586635,796149,857
666707,1071946,621
928378,917990,669
462865,1047397,395
164530,840065,772
937338,711757,904
960722,869603,914
921267,329496,842
668652,464310,431
848111,1008817,411
505232,108009,755
893122,236510,314
990883,279820,991
1065201,869028,717
1006528,200089,300
912181,983149,144
833069,771976,628
619443,118112,706
605563,665043,364
179232,779286,813
645905,1044610,352
774165,769109,382
941881,961872,379
766467,930240,520
1052080,319706,550
784202,494188,362
706700,891617,863
398711,263225,776
293703,313348,935
463951,366190,469
722928,427343,1000
260093,663343,715
262873,879285,209
827660,783499,715
542215,642455,141
502957,108805,560
626610,677489,999
507857,254783,795
641064,735304,620
813120,157704,580
371727,958267,941
198455,359192,629
569951,850756,710
267395,919305,390
624738,126048,238
548313,165147,506
714231,958936,962
636769,769548,497
719545,609704,61
1076022,1040269,429
510523,842497,344
828179,934054,644
835974,949602,67
499757,310038,972
170629,871364,823
866095,227757,362
701890,344339,165
1089500,558152,672
1074613,908593,663
1097426,749585,991
617459,482051,45
456927,659333,264
601098,231165,476
1081011,853457,620
775893,560044,560
639657,900231,791
984918,903489,613
421518,884368,881
395230,653640,27
584136,933057,306
885011,400667,206
537586,779341,318
1086498,482750,169
288962,417644,832
497628,367464,520
1000047,188985,453
805022,401969,320
976143,527717,997
546814,877924,678
401896,890667,901
362456,443437,172
715067,324538,79
876533,721703,658
405113,651639,185
639467,824695,90
1046306,281612,258
814202,125253,346
888973,264485,484
781674,121528,86
1067535,721558,114
123201,912841,392
1031943,875398,294
742051,486094,866
306042,1091604,951
487753,114646,735
282130,886313,10
755595,1063031,47
631333,313224,385
174996,433762,919
327567,312370,293
627840,366754,413
168666,159455,865
267391,852824,932
618723,477203,793
844082,729564,301
798220,576120,617
337779,221202,950
466851,857437,605
260772,380317,118
275792,533197,437
764289,1095737,106
559526,1050807,809
722775,1049397,630
1065726,683763,297
484819,939458,145
466477,695670,696
870158,469470,92
425073,514947,977
484742,279821,751
832441,337621,681
611252,1073574,196
561759,515876,382
827102,1068068,299
129201,1024195,287
308706,993985,974
534558,461864,95
185050,299286,498
357814,130210,591
199109,1033714,200
777022,1023771,156
373038,646070,114
804814,370521,494
734309,346972,690
255940,1069539,293
478615,263803,458
171249,944391,129
1086537,348721,867
581073,993226,574
162064,663742,674
1072827,1092831,513
235135,734718,446
1042774,1093791,949
120171,170003,656
398903,307034,534
838272,348762,491
1051387,585219,322
740867,960397,33
468556,310991,631
320825,839153,400
958868,613704,821
906005,1031130,946
1076431,269927,702
1033068,707065,672
144264,330428,843
741686,1051071,70
183917,157557,403
297149,954616,201
328007,789132,645
496360,561272,335
622203,579562,191
102737,638904,746
952430,1052748,765
557710,467768,803
473189,423726,67
592601,1018193,616
427521,568155,201
502535,449408,993
577527,835091,421
655093,356761,801
481292,658732,699
546911,649063,394
307923,492139,614
576061,705906,561
343136,757928,428
227496,498157,256
668599,359105,511
723553,434936,419
763054,538679,156
199535,386181,798
275570,541997,512
124408,337294,926
989578,900454,851
792402,1070758,179
770796,479688,48
936159,341260,156
544774,894315,41
448055,740501,977
613847,671431,497
784128,134736,961
165616,649676,596
270240,347834,356
900286,255212,388
740218,856422,776
844978,282919,535
537186,205604,522
589808,237599,407
681896,565980,972
1040334,703954,615
117500,719075,250
600721,758180,432
443650,586223,609
712507,599275,89
901708,409097,265
537478,543982,302
665256,574996,339
1026152,612339,47
619813,275589,491
1066563,562777,857
659974,428524,566
103891,315675,186
471045,260645,782
934394,1018748,317
834649,1045456,684
562700,107498,725
507370,912558,27
722475,851492,735
476376,294140,404
613460,675773,730
332428,1015202,47
882699,608358,641
218358,543523,59
993302,1081269,544
268461,461846,905
767002,842772,254
852429,237911,24
191430,590455,133
988757,855734,931
463884,1039768,716
678749,479131,780
586470,244501,812
756770,760416,563
545115,782502,910
688314,303632,106
163673,810451,531
744131,941088,913
720241,511059,636
181965,538496,175
1067434,240140,79
314382,503958,158
792822,303308,151
911609,712530,959
1020965,717883,335
864111,530985,173
843266,697961,687
491302,337427,691
641433,528158,662
137864,1013998,197
844455,567912,825
159843,464165,758
821040,391741,337
1049313,756771,166
979684,1098237,524
593965,871631,764
556147,221586,44
632636,638282,858
559850,951054,427
745044,501096,713
855718,262217,972
848338,796971,578
460117,534340,587
1068805,899178,77
744325,513903,479
946852,947442,239
238130,901318,358
1020331,286871,947
1076577,748335,425
402801,1089897,56
730351,604807,956
541496,890386,971
775458,149695,954
906830,471387,89
102891,1092359,569
1060040,675142,904
222626,596835,855
664667,570318,851
1088995,1039072,621
1084716,914099,200
330474,945232,129
897241,352162,187
300798,127550,984
688077,984162,609
841748,467577,910
319073,896275,891
566718,155001,857
493167,399087,704
239750,481071,796
658552,976336,633
1004940,994054,77
134109,471285,856
332174,251305,999
1013703,1092735,166
816039,291216,512
319660,323427,684
503144,332908,155
203310,297943,932
739376,943022,760
540576,489313,351
647888,351180,107
118016,672736,331
927005,194102,10
881140,573223,130
479437,226777,817
364241,511761,16
505600,508727,965
183422,636515,574
835908,971806,82
282548,758159,487
308988,716940,498
677943,739212,334
662077,340043,132
624137,196230,532
729804,389395,559
535520,1074704,913
706301,443451,595
121850,214255,185
764023,505605,515
707337,303199,83
1071048,515352,620
652750,394214,938
518427,889256,31
350516,656090,802
1056250,234723,776
979359,110829,84
498781,826919,78
938462,952419,64
946186,352344,943
569902,723721,427
191539,604555,571
141094,875914,109
166755,882166,436
602525,1002624,731
589719,757131,24
1073678,519962,256
727782,304677,563
767941,974261,667
830801,378822,591
974503,799494,725
582280,529849,829
484709,154984,559
689063,122457,543
222547,977531,62
875469,607580,930
282691,949078,275
483371,385300,582
419562,649483,810
488680,945360,50
964247,217586,948
570665,1003854,127
596487,115195,221
744375,764826,369
613162,455942,960
637748,732320,514
455907,587634,918
107942,476610,532
785157,170161,753
424852,1092982,502
156071,1005383,597
787175,325504,373
418957,897285,364
980054,251210,175
913608,682542,149
880724,687865,986
967669,650501,862
1019512,383667,201
804627,979270,92
353450,626799,844
238355,635521,756
974200,931810,146
448208,547850,800
409771,478720,693
947356,849174,215
904320,465204,821
482891,154011,614
709463,921421,485
304051,701710,747
1075320,544299,43
372151,1054766,560
915727,668228,351
222244,253272,228
890801,1043839,354
576180,929695,924
225231,597568,51
508343,671789,482
193649,804442,606
103032,543258,895
788110,977236,323
798439,603400,500
752039,303017,987
979602,163754,832
820092,486446,223
1091321,1091272,870
649077,904533,659
739666,814568,665
1077088,261409,209
142258,442540,959
407581,955097,834
807884,533449,146
147988,976260,961
874985,772978,886
126546,834741,793
1039108,572236,315
741543,978175,35
1090820,685461,877
744869,762121,359
974252,413511,899
770198,137452,688
961926,209642,560
162256,136005,711
252946,560854,825
837615,792802,457
524173,1051934,48
227562,845637,359
440989,279272,175
1059147,764694,909
315361,138007,551
546608,654210,465
823870,902893,971
1005741,492963,224
875312,879277,260
403508,1036523,728
838828,949992,903
834820,252785,935
281182,987148,646
348268,578393,75
582224,348565,13
245379,286777,380
591425,761520,542
566114,456617,295
968904,1099838,987
271649,730671,841
231283,164484,258
1032764,660205,820
641295,474472,195
984633,924161,961
